"business_product_id";"name";"name_or_number";"discriminator";"product_type";"street";"house_number";"box_number";"postal_code";"city_name";"main_city_name";"promotional_region";"statistical_region";"x";"y";"lat";"long";"phone1";"phone2";"phone3";"email";"website";"status";"last_status_change_date";"notification_date";"acknowledgement_date";"comfort_class";"number_of_units";"maximum_capacity";"tva_type";"tva_acknowledgement";"tva_capacity";"tva_capacity_description";"tva_acknowledgement_date";"tva_principal_acknowledgement_date";"tva_revoke_date";"tva_suspension_date";"tva_suspension_removal_date";"deleted";"green_key_labeled";"accessibility_label";"changed_time"
"287364";"Antwerp City Hostel";"Antwerp City Hostel";"HOSTEL";"BASE";"Grote Markt";"40";"";"2000";"Antwerpen";"Antwerpen";"kunststadAntwerpen";"kunststadAntwerpen";"152227.15";"212343.4";"51.22101193395874";"4.400651013233046";"";"+32";"";"lauriedegreef@gmail.com";"";"NOTIFIED";"";"Mar 31 2017 10:00:00:000PM";"";"";"105";"105";"YOUTH";"HOSTEL";"105";"";"May 30 2016 02:00:00:000AM";"";"";"";"";"0";"0";"";"Nov  9 2018 10:06:02:020AM"
"346240";"Antwerp Hostel";"Antwerp Hostel";"YOUTH_ACCOMMODATION";"BASE";"GROTE MARKT";"52";"";"2000";"Antwerpen";"Antwerpen";"kunststadAntwerpen";"kunststadAntwerpen";"152358.4886164936";"212297.6912573678";"51.221154";"4.401243";"";"";"";"";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct 19 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"REVOKED";"";"";"";"";"";"";"";"1";"";"";"Oct 18 2018 10:10:01:930AM"
"275415";"APB Vormingscentrum";"APB Vormingscentrum";"YOUTH_ACCOMMODATION";"BASE";"SMEKENSTRAAT";"61/1";"";"2390";"Oostmalle";"Malle";"antwerpseKempen";"antwerpseKempen";"176623.0304546198";"221608.7156218607";"51.304231";"4.749218";"+3233128000";"";"";"vormingscentrum@provincieantwerpen.be";"https://www.provincieantwerpen.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"C";"210";"";"Aug  6 2008 02:00:00:000AM";"";"";"";"";"0";"1";"COMFORT";"Nov 20 2018 01:25:42:490PM"
"346371";"Arthostel";"Arthostel";"YOUTH_ACCOMMODATION";"BASE";"HAVENSTRAAT";"2";"";"8000";"Brugge";"Brugge";"kunststadBrugge";"kunststadBrugge";"70341.96316743897";"213100.9272343228";"51.222881";"3.227271";"+32 50 67 82 78";"";"";"";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct 19 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"REVOKED";"";"";"Oct 22 2007 02:00:00:000AM";"";"";"";"";"1";"";"";"May 17 2018 02:10:01:713PM"
"379318";"Atlanta";"Atlanta";"HOTEL";"BASE";"Maria Hendrikalaan";"20";"";"8420";"De Haan";"De Haan";"kust";"kust";"";"";"";"";"+32 59 23 33 01";"";"";"";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct  1 2018 12:00:00:000AM";"";"";"";"";"";"ADULT";"REVOKED";"";"";"Mar 21 2006 12:00:00:000AM";"";"";"";"";"0";"";"";"Oct 11 2018 12:19:06:697PM"
"222885";"Axlandhoeve";"Axlandhoeve";"YOUTH_ACCOMMODATION";"BASE";"STENENMUURSTRAAT";"64";"";"9112";"Sinaai-Waas";"Sint-Niklaas";"waasland";"waasland";"127671.268919037";"206854.7443386093";"51.171805";"4.048237";"+3232566671";"+32494706583";"";"jeugdverblijf@axland.be";"http://www.axland.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"50";"";"Nov 12 2012 01:00:00:000AM";"Jun 14 2011 02:00:00:000AM";"";"";"";"0";"0";"COMFORT";"Nov 20 2018 01:24:40:167PM"
"211915";"Backstay Hostel Ghent";"Backstay Hostel Ghent";"HOSTEL";"BASE";"SINT-PIETERSNIEUWSTRAAT";"128";"";"9000";"Gent";"Gent";"kunststadGent";"kunststadGent";"105094.897782181";"193130.8749945788";"51.047139";"3.727151";"+3293959660";"+32";"";"admin@backstayhostels.com";"https://www.backstayhostels.com";"NOTIFIED";"";"Mar 31 2017 10:00:00:000PM";"";"";"104";"104";"YOUTH";"HOSTEL";"104";"";"Jul 18 2014 02:00:00:000AM";"";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Apr  5 2018 08:27:04:770AM"
"346273";"Basisschool Bolderberg";"Basisschool Bolderberg";"YOUTH_ACCOMMODATION";"BASE";"KLUISSTRAAT";"15";"";"3550";"Heusden-Zolder";"Heusden-Zolder";"limburgseKempen";"limburgseKempen";"213869.7411526476";"186892.1306780763";"50.989284";"5.27714";"+32 11 25 44 35";"";"";"";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct 19 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"REVOKED";"";"";"";"";"";"";"";"1";"";"";"Sep 17 2018 11:20:01:597AM"
"346370";"Bauhaus St. Christopher's Hostel";"Bauhaus St. Christopher's Hostel";"YOUTH_ACCOMMODATION";"BASE";"Langestraat";"133-135";"";"8000";"Brugge";"Brugge";"kunststadBrugge";"kunststadBrugge";"70937.75999999999";"211927.73";"51.2118917470848";"3.23729169636412";"";"";"";"";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct 19 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"REVOKED";"";"";"";"Nov  4 2010 01:00:00:000AM";"";"";"";"1";"";"INFORMATION_AVAILABLE";"Apr  2 2018 10:24:17:557AM"
"227392";"Beluga";"Beluga";"YOUTH_ACCOMMODATION";"BASE";"SINT-ELISABETHLAAN";"16";"";"8660";"De Panne";"De Panne";"kust";"kust";"26162.5849150095";"199666.7016932089";"51.094376";"2.599667";"+3258414440";"+32477966557";"";"info@flipper.be";"www.flipper.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"C";"114";"";"Dec 14 2005 01:00:00:000AM";"";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Nov 20 2018 01:25:03:463PM"
"219368";"Bemdhal";"Bemdhal";"YOUTH_ACCOMMODATION";"BASE";"Diepenbeemd";"14";"";"2370";"Arendonk";"Arendonk";"antwerpseKempen";"antwerpseKempen";"199832.31";"223353.86";"51.31781461503176";"5.083508981653741";"+3214677906";"+32";"";"info@bemdhal.be";"www.bemdhal.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"62";"";"Sep 26 2011 02:00:00:000AM";"Nov 22 2007 01:00:00:000AM";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Sep 13 2018 07:57:02:827AM"
"346293";"Berg en Dal";"Berg en Dal";"YOUTH_ACCOMMODATION";"BASE";"Kwinten";"46";"";"3790";"Sint-Martens-Voeren";"Voeren";"voerstreek";"voerstreek";"252276.38";"161153.13";"50.7518991669275";"5.81817684814416";"";"";"";"";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct 19 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"NOT_ACKNOWLEDGED";"";"";"";"";"";"";"";"0";"";"";"Oct  3 2018 10:17:01:170AM"
"264706";"Berg en Dal";"Berg en Dal";"YOUTH_ACCOMMODATION";"BASE";"MUGGENBERGSTRAAT";"5";"";"3690";"Zutendaal";"Zutendaal";"limburgseKempen";"limburgseKempen";"233909.8796898585";"180195.9380758721";"50.926547";"5.560982";"";"+32470566727";"";"";"http://www.cjt.be/boekingscentrale/fiche.aspx?nr=3231";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct 19 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"REVOKED";"";"";"Apr 12 2007 02:00:00:000AM";"";"";"";"";"1";"0";"";"Apr  2 2018 09:43:04:080AM"
"219277";"Berkelhoeve";"Berkelhoeve";"YOUTH_ACCOMMODATION";"BASE";"BERKELHEIDE";"9";"";"2290";"Vorselaar";"Vorselaar";"antwerpseKempen";"antwerpseKempen";"179848.893394743";"212812.4891524902";"51.225014";"4.794745";"";"+32485536737";"";"berkelhoeve@elegast.be";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"C";"65";"West - cap. 23, Oost - cap. 28";"Mar  8 2010 12:00:00:000AM";"Nov 10 2008 01:00:00:000AM";"";"";"";"0";"0";"BASIC";"Nov 20 2018 01:26:13:940PM"
"223091";"Berkenheem";"Berkenheem";"YOUTH_ACCOMMODATION";"BASE";"Zavelstraat";"z/n";"";"3670";"Gruitrode";"Meeuwen-Gruitrode";"limburgseKempen";"limburgseKempen";"237792.25";"195055.63";"51.0589801957189";"5.62106129840403";"";"+32494360738";"";"guido.bas@skynet.be";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"A";"60";"";"May  3 2006 02:00:00:000AM";"";"";"";"";"0";"0";"";"Nov  9 2018 11:14:03:537AM"
"219273";"Berkenheem Herselt";"Berkenheem";"YOUTH_ACCOMMODATION";"BASE";"Kerkeveld";"1";"";"2230";"Herselt";"Herselt";"antwerpseKempen";"antwerpseKempen";"185843.19";"193360.85";"51.04927903238551";"4.879905632168182";"+32 14 54 74 29";"+32498814754";"";"merken.leon@skynet.be";"https://www.chiroherselt.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"A";"75";"";"Dec 12 2007 01:00:00:000AM";"";"";"";"";"0";"0";"";"Apr  2 2018 10:01:55:437AM"
"223343";"Berkenheim";"Berkenheim";"YOUTH_ACCOMMODATION";"BASE";"Pastoor Paquaylaan";"z/n";"";"3550";"Heusden";"Heusden-Zolder";"limburgseKempen";"limburgseKempen";"216287.7";"193143.92";"51.04466";"5.3140025";"";"+32475243255";"";"peter.vanhove4@telenet.be";"http://www.cjt.be/boekingscentrale/fiche.aspx?nr=3211";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"100";"";"Feb 14 2006 01:00:00:000AM";"";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Nov  9 2018 10:41:03:273AM"
"226411";"Berkenhof";"Berkenhof";"YOUTH_ACCOMMODATION";"BASE";"Westdorp";"46";"";"8573";"Tiegem";"Anzegem";"leieStreek";"leieStreek";"86673.38";"166777.86";"50.80800396147307";"3.4703207454908";"";"+32";"";"geert.steenhaut@hotmail.be";"http://www.cjt.be/boekingscentrale/fiche.aspx?nr=8041";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"77";"1 slaapzaal";"Sep 28 2005 02:00:00:000AM";"";"";"";"";"0";"0";"BASIC";"Oct 15 2018 09:33:03:217AM"
"225557";"Berkenhof-Den Houw";"Berkenhof-Den Houw";"YOUTH_ACCOMMODATION";"BASE";"FABRIEKSWEG";"2";"";"3680";"Opoeteren";"Maaseik";"maasland";"maasland";"240859.2932162381";"194004.0584560214";"51.049602";"5.663235";"+3289863876";"+32475590705";"";"berkenhofdenhouw@skynet.be";"http://www.cjt.be/boekingscentrale/fiche.aspx?nr=333231";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"REVOKED";"";"";"Aug 10 2005 02:00:00:000AM";"";"";"";"";"1";"0";"";"Sep 10 2018 01:25:05:010PM"
"346206";"Berkven";"Berkven";"YOUTH_ACCOMMODATION";"BASE";"Meulemakershoef";"6";"";"2440";"Geel";"Geel";"antwerpseKempen";"antwerpseKempen";"194733.97";"208608.18";"51.1857262283385";"5.00857210648735";"";"";"";"";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct 19 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"NOT_ACKNOWLEDGED";"";"";"";"";"";"";"";"0";"";"";"Apr  2 2018 09:43:46:313AM"
"275870";"Bezinningscentrum Abdij der Norbertijnen van Averbode";"Bezinningscentrum Abdij der Norbertijnen van Averbode";"GENERIC_ROOMS";"BASE";"Abdijstraat";"1";"";"3271";"Averbode";"Scherpenheuvel-Zichem";"hageland";"hageland";"192764.24";"191743.82";"51.03427383345507";"4.978408318405474";"+3213780440";"";"";"bezinningscentrum@abdijaverbode.be";"www.onthaal-abdijaverbode.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Dec  4 2015 12:00:00:000AM";"";"";"";"";"";"ADULT";"ACKNOWLEDGED_BY_PRINCIPLE";"";"";"";"Dec  4 2015 01:00:00:000AM";"";"";"";"0";"0";"";"Apr  2 2018 09:54:19:717AM"
"221401";"Bijhuis ""Sjaloom"" (Oude Abdij Kortenberg)";"Bijhuis ""Sjaloom"" (Oude Abdij Kortenberg)";"YOUTH_ACCOMMODATION";"BASE";"ABDIJDREEF";"22";"";"3070";"Kortenberg";"Kortenberg";"groeneGordel";"groeneGordel";"162694.8663444013";"175086.2543713218";"50.886539";"4.547891";"+3227572022";"+32";"";"abdijkortenberg@skynet.be";"https://www.oudeabdijkortenberg.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct 19 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"REVOKED";"";"";"Feb  5 2009 01:00:00:000AM";"Jul 26 2006 02:00:00:000AM";"";"";"";"1";"0";"";"Apr 10 2018 12:44:02:580PM"
"346306";"Bivak De Geer";"Bivak De Geer";"YOUTH_ACCOMMODATION";"BASE";"EETSEVELDSTRAAT";"12";"";"3960";"Bree";"Bree";"limburgseKempen";"limburgseKempen";"236847.5504674054";"201421.3457803568";"51.116879";"5.607801";"";"";"";"";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct 19 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"REVOKED";"";"";"";"";"";"";"";"0";"";"";"Apr  2 2018 09:45:55:917AM"
"346309";"Bivak Schoutsheide";"Bivak Schoutsheide";"YOUTH_ACCOMMODATION";"BASE";"RITSERSTRAAT";"59";"";"3650";"Dilsen-Stokkem";"Dilsen-Stokkem";"maasland";"maasland";"244017.4488753634";"193833.2569720093";"51.047563";"5.70822";"";"";"";"";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct 19 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"REVOKED";"";"";"";"";"";"";"";"1";"";"";"Oct 18 2018 10:10:02:550AM"
"287300";"Bivak Zandhoek - De Bosbeek";"Bivak Zandhoek - De Bosbeek";"YOUTH_ACCOMMODATION";"BASE";"Bergeindestraat";"40-42";"";"3680";"Opoeteren";"Maaseik";"maasland";"maasland";"239150.68";"195412.77";"51.0619824187508";"5.64052212721864";"";"+32477097167";"";"dianamartens88@gmail.com";"http://www.cjt.be/boekingscentrale/fiche.aspx?nr=316362";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"80";"";"Apr 14 2016 02:00:00:000AM";"";"";"";"";"0";"0";"";"Nov  9 2018 11:20:02:993AM"
"221615";"Bivak Zandhoek - De Oeter";"Bivak Zandhoek - De Oeter";"YOUTH_ACCOMMODATION";"BASE";"BERGEINDESTRAAT";"70F";"f";"3680";"Opoeteren";"Maaseik";"maasland";"maasland";"239082.0192141361";"195183.3767946726";"51.060477";"5.638182";"+32 89 86 78 54";"+32477097167";"";"dianamartens88@gmail.com";"http://www.cjt.be/boekingscentrale/fiche.aspx?nr=3161";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"80";"";"Aug 10 2005 02:00:00:000AM";"";"";"";"";"0";"0";"";"Sep 21 2018 01:35:03:777PM"
"346198";"Bivakboerderij";"Bivakboerderij";"YOUTH_ACCOMMODATION";"BASE";"STOKT";"126";"";"2400";"Mol";"Mol";"antwerpseKempen";"antwerpseKempen";"197910.019624078";"208770.4196193637";"51.187468";"5.052727";"";"";"";"";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct 19 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"REVOKED";"";"";"";"";"";"";"";"1";"";"";"Oct 19 2018 09:19:01:197AM"
"219246";"Bivakgebouw Provinciaal Recreatiedomein Zilvermeer";"Bivakgebouw Provinciaal Recreatiedomein Zilvermeer";"YOUTH_ACCOMMODATION";"BASE";"ZILVERMEERLAAN";"2";"";"2400";"Mol";"Mol";"antwerpseKempen";"antwerpseKempen";"205828.6222937275";"212811.8598585082";"51.22308";"5.166598";"+3214829500";"+32";"";"camping@zilvermeer.be";"https://www.zilvermeer.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"50";"";"Jun 23 2010 02:00:00:000AM";"";"";"";"";"0";"1";"";"Apr  2 2018 10:12:38:723AM"
"212439";"Bivakhoeve De Snelle";"Bivakhoeve De Snelle";"YOUTH_ACCOMMODATION";"BASE";"Elsleukenstraat";"54";"";"3201";"Langdorp";"Aarschot";"hageland";"hageland";"187958.05";"190070.53";"51.01956894705594";"4.909720562970598";"+3213782709";"+32477464685";"";"hoeve.Desnelle@belgacom.net";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"60";"";"Jan 14 2008 01:00:00:000AM";"Oct  5 2006 02:00:00:000AM";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Apr  2 2018 10:18:44:783AM"
"222579";"Bivakhoeve Hof Ter Guchten";"Bivakhoeve Hof Ter Guchten";"YOUTH_ACCOMMODATION";"BASE";"Rotterij";"278";"";"9600";"Ronse";"Ronse";"vlaamseArdennen";"vlaamseArdennen";"98112.99000000001";"159243.31";"50.74140610690202";"3.633664135037224";"+3255206383";"+32472415629";"";"johannachtegael@hotmail.com";"http://users.compaqnet.be/hofterguchten/";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"60";"";"Oct 19 2006 02:00:00:000AM";"";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Apr  2 2018 10:04:57:880AM"
"219871";"Bivakhoeve Schoonaarde";"Bivakhoeve Schoonaarde";"YOUTH_ACCOMMODATION";"BASE";"LANGESTRAAT";"9";"";"9200";"Schoonaarde";"Dendermonde";"scheldeland";"scheldeland";"125092.6264916589";"186973.350415987";"50.992996";"4.012727";"+3252422596";"+32477370539";"";"bivakhoeve.schoonaarde@telenet.be";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"A";"60";"";"Sep  6 2006 02:00:00:000AM";"";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Apr  2 2018 09:51:56:877AM"
"222339";"Bivakhuis  Hoge Duin - De Sloep (1ste verdieping)";"Bivakhuis  Hoge Duin - De Sloep (1ste verdieping)";"YOUTH_ACCOMMODATION";"BASE";"Kinderlaan";"47";"B";"8670";"Oostduinkerke";"Koksijde";"kust";"kust";"33782.25";"204545.78";"51.1392740169866";"2.70806692535381";"+3258234052";"+32";"";"info@bivakhuishogeduin.be";"http://bivak.hogeduin.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"C";"60";"";"Aug 10 2009 02:00:00:000AM";"Jan  8 2007 01:00:00:000AM";"";"";"";"0";"1";"COMFORT";"Nov 20 2018 01:25:35:427PM"
